Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
February 28 2019,Cochise,AZ,Passenger,0,1,1,120,121,0.83
February 28 2019,Contra Costa,CA,Passenger,1,1,2,407,409,0.49
February 28 2019,Cook,IL,Passenger,1,0,1,229,230,0.43
February 28 2019,Deschutes,OR,Passenger,2,0,2,159,161,1.24
February 28 2019,Douglas,WA,Passenger,52,35,87,27942,28029,0.31
February 28 2019,Frederick,MD,Passenger,1,1,2,83,85,2.35
February 28 2019,Garfield,WA,Passenger,1,1,2,1325,1327,0.15
February 28 2019,Grant,WA,Passenger,33,55,88,64289,64377,0.14
February 28 2019,Hardin,KY,Passenger,0,1,1,105,106,0.94
February 28 2019,Juneau,AK,Passenger,0,1,1,38,39,2.56
February 28 2019,Kent,MI,Passenger,0,1,1,24,25,4
February 28 2019,Kitsap,WA,Truck,1,0,1,53723,53724,0
February 28 2019,Lewis,WA,Passenger,96,84,180,58312,58492,0.31
September 30 2018,Queens,NY,Passenger,1,0,1,63,64,1.56
September 30 2018,San Francisco,CA,Passenger,1,1,2,115,117,1.71
September 30 2018,Sangamon,IL,Passenger,1,0,1,11,12,8.33
September 30 2018,Santa Clara,CA,Passenger,8,0,8,372,380,2.11
September 30 2018,Shelby,TN,Passenger,0,1,1,102,103,0.97
September 30 2018,Skamania,WA,Truck,0,0,0,3966,3966,0
September 30 2018,St. Clair,IL,Passenger,0,1,1,159,160,0.62
September 30 2018,Tuolumne,CA,Passenger,0,1,1,12,13,7.69
September 30 2018,Virginia Beach,VA,Passenger,2,1,3,699,702,0.43
September 30 2018,Walla Walla,WA,Truck,0,0,0,13494,13494,0
March 31 2019,Cowlitz,WA,Truck,0,0,0,28790,28790,0
March 31 2019,DeKalb,IN,Passenger,1,0,1,1,2,50
March 31 2019,Frederick,MD,Passenger,1,1,2,84,86,2.33
March 31 2019,Fulton,GA,Passenger,1,2,3,108,111,2.7
March 31 2019,Garfield,WA,Passenger,1,1,2,1311,1313,0.15
March 31 2019,Grant,WA,Passenger,34,55,89,64223,64312,0.14
October 31 2018,Rogers,OK,Passenger,1,0,1,6,7,14.29
October 31 2018,San Diego,CA,Passenger,8,2,10,2582,2592,0.39
October 31 2018,Sangamon,IL,Passenger,1,0,1,11,12,8.33
October 31 2018,Sedgwick,KS,Passenger,0,1,1,98,99,1.01
October 31 2018,St. Clair,IL,Passenger,0,1,1,163,164,0.61
October 31 2018,Thurston,WA,Passenger,663,553,1216,195124,196340,0.62
October 31 2018,Tuolumne,CA,Passenger,0,1,1,12,13,7.69
October 31 2018,Richland,SC,Passenger,0,1,1,168,169,0.59
October 31 2018,San Juan,PR,Passenger,0,1,1,4,5,20
October 31 2018,San Juan,WA,Passenger,169,69,238,14214,14452,1.65
October 31 2018,Saratoga,NY,Passenger,1,0,1,59,60,1.67
October 31 2018,Snohomish,WA,Truck,1,0,1,121869,121870,0
October 31 2018,Twin Falls,ID,Passenger,0,1,1,20,21,4.76
October 31 2018,Wahkiakum,WA,Truck,0,0,0,1702,1702,0
October 31 2018,Washoe,NV,Passenger,1,0,1,103,104,0.96
October 31 2018,Whatcom,WA,Passenger,703,341,1044,148830,149874,0.7
February 28 2019,Nantucket,MA,Passenger,1,0,1,4,5,20
February 28 2019,New Haven,CT,Passenger,0,1,1,49,50,2
February 28 2019,Nueces,TX,Passenger,1,1,2,90,92,2.17
February 28 2019,Manassas,VA,Passenger,0,1,1,9,10,10
February 28 2019,Maui,HI,Passenger,1,0,1,48,49,2.04
February 28 2019,Montgomery,MD,Passenger,1,0,1,287,288,0.35
February 28 2019,Okanogan,WA,Truck,0,0,0,16467,16467,0
February 28 2019,Prince George's,MD,Passenger,0,1,1,186,187,0.53
September 30 2018,Whitman,WA,Passenger,20,32,52,22697,22749,0.23
September 30 2018,Yakima,WA,Truck,0,0,0,58694,58694,0
October 31 2018,Alameda,CA,Passenger,0,2,2,332,334,0.6
October 31 2018,Allegheny,PA,Passenger,1,0,1,79,80,1.25
October 31 2018,Arlington,VA,Passenger,1,1,2,162,164,1.22
October 31 2018,Beaufort,SC,Passenger,1,0,1,35,36,2.78
October 31 2018,Volusia,FL,Passenger,0,1,1,36,37,2.7
October 31 2018,Walla Walla,WA,Passenger,36,50,86,36007,36093,0.24
October 31 2018,Washington,OR,Passenger,0,1,1,458,459,0.22
October 31 2018,Whitman,WA,Passenger,19,33,52,22753,22805,0.23
October 31 2018,Yakima,WA,Passenger,71,96,167,164441,164608,0.1
March 31 2019,Houston,GA,Passenger,1,0,1,54,55,1.82
March 31 2019,Island,WA,Truck,0,0,0,21187,21187,0
March 31 2019,Jefferson,NY,Passenger,0,2,2,221,223,0.9
March 31 2019,King,WA,Passenger,17683,6785,24468,1381636,1406104,1.74
March 31 2019,Kootenai,ID,Passenger,1,1,2,202,204,0.98
March 31 2019,Lincoln,WA,Truck,0,0,0,4682,4682,0
March 31 2019,Manassas,VA,Passenger,0,1,1,9,10,10
October 31 2018,Randolph,NC,Passenger,1,0,1,6,7,14.29
October 31 2018,Skagit,WA,Passenger,240,180,420,91025,91445,0.46
October 31 2018,Spokane,WA,Passenger,382,352,734,306238,306972,0.24
October 31 2018,Stevens,WA,Passenger,14,28,42,31809,31851,0.13
November 30 2018,Chelan,WA,Truck,0,0,0,22083,22083,0
November 30 2018,Columbia,WA,Passenger,2,2,4,2437,2441,0.16
November 30 2018,Contra Costa,CA,Passenger,0,1,1,430,431,0.23
November 30 2018,Cook,IL,Passenger,1,0,1,239,240,0.42
February 28 2019,San Juan,PR,Passenger,0,1,1,3,4,25
February 28 2019,Skamania,WA,Passenger,20,15,35,8719,8754,0.4
February 28 2019,Snohomish,WA,Passenger,3146,1499,4645,527731,532376,0.87
February 28 2019,St. Clair,IL,Passenger,0,1,1,166,167,0.6
February 28 2019,Tulsa,OK,Passenger,1,1,2,48,50,4
October 31 2018,Yakima,WA,Truck,0,0,0,58761,58761,0
November 30 2018,Benton,WA,Passenger,210,224,434,132811,133245,0.33
November 30 2018,Clark,WA,Truck,0,0,0,79742,79742,0
November 30 2018,Cochise,AZ,Passenger,0,1,1,122,123,0.81
November 30 2018,Brevard,FL,Passenger,0,1,1,93,94,1.06
November 30 2018,Carroll,NH,Passenger,0,1,1,1,2,50
November 30 2018,Carson City,NV,Passenger,1,0,1,15,16,6.25
November 30 2018,Collin,TX,Passenger,0,1,1,149,150,0.67
November 30 2018,Columbia,WA,Truck,0,0,0,1517,1517,0
November 30 2018,Dale,AL,Passenger,0,1,1,60,61,1.64
November 30 2018,Douglas,NE,Passenger,0,1,1,67,68,1.47
February 28 2019,San Diego,CA,Passenger,9,3,12,2652,2664,0.45
February 28 2019,Sangamon,IL,Passenger,2,0,2,7,9,22.22
February 28 2019,Suffolk,MA,Passenger,0,1,1,43,44,2.27
February 28 2019,Thurston,WA,Passenger,783,595,1378,195938,197316,0.7
February 28 2019,Washtenaw,MI,Passenger,1,0,1,33,34,2.94
October 31 2018,Charles,MD,Passenger,0,1,1,81,82,1.22
October 31 2018,Charleston,SC,Passenger,1,0,1,128,129,0.78
October 31 2018,Clallam,WA,Truck,0,0,0,21568,21568,0
October 31 2018,Clark,WA,Passenger,1149,816,1965,310447,312412,0.63
October 31 2018,Clay,FL,Passenger,0,1,1,91,92,1.09
March 31 2019,Adams,WA,Passenger,4,6,10,12632,12642,0.08
March 31 2019,Asotin,WA,Truck,0,0,0,6633,6633,0
March 31 2019,Berkshire,MA,Passenger,0,1,1,5,6,16.67
March 31 2019,Mason,WA,Truck,0,0,0,20275,20275,0
March 31 2019,Monterey,CA,Passenger,0,1,1,197,198,0.51
March 31 2019,Montgomery,AL,Passenger,0,1,1,44,45,2.22
March 31 2019,Okanogan,WA,Truck,0,0,0,16440,16440,0
March 31 2019,Pierce,WA,Truck,0,0,0,139024,139024,0
March 31 2019,Richmond,GA,Passenger,0,1,1,95,96,1.04
February 28 2019,Wahkiakum,WA,Passenger,1,1,2,3021,3023,0.07
February 28 2019,Walla Walla,WA,Passenger,43,54,97,36080,36177,0.27
March 31 2019,Adams,WA,Truck,0,0,0,5106,5106,0
March 31 2019,Alameda,CA,Passenger,3,2,5,318,323,1.55
March 31 2019,Anne Arundel,MD,Passenger,0,2,2,446,448,0.45
March 31 2019,Brevard,FL,Passenger,0,1,1,85,86,1.16
November 30 2018,Cowlitz,WA,Passenger,69,91,160,72373,72533,0.22
November 30 2018,Dallas,TX,Passenger,0,1,1,202,203,0.49
November 30 2018,Douglas,WA,Passenger,49,33,82,27969,28051,0.29
November 30 2018,Flathead,MT,Passenger,1,0,1,54,55,1.82
November 30 2018,Garfield,OK,Passenger,1,0,1,13,14,7.14
November 30 2018,Hennepin,MN,Passenger,2,0,2,110,112,1.79
November 30 2018,Fresno,CA,Passenger,1,0,1,189,190,0.53
November 30 2018,Grays Harbor,WA,Truck,0,0,0,20331,20331,0
November 30 2018,Jefferson,WA,Passenger,169,104,273,24803,25076,1.09
November 30 2018,Klickitat,WA,Truck,0,0,0,8185,8185,0
October 31 2018,Hamilton,IN,Passenger,1,0,1,47,48,2.08
October 31 2018,Jackson,OK,Passenger,1,0,1,48,49,2.04
October 31 2018,Kent,MI,Passenger,0,1,1,27,28,3.57
October 31 2018,Kitsap,WA,Truck,1,0,1,53644,53645,0
October 31 2018,Lewis,WA,Passenger,88,70,158,58042,58200,0.27
November 30 2018,Cowlitz,WA,Truck,0,0,0,28727,28727,0
November 30 2018,Denver,CO,Passenger,1,0,1,127,128,0.78
November 30 2018,Deschutes,OR,Passenger,2,0,2,159,161,1.24
November 30 2018,Douglas,WA,Truck,0,0,0,12123,12123,0
November 30 2018,El Paso,TX,Passenger,1,0,1,501,502,0.2
November 30 2018,Franklin,MA,Passenger,0,1,1,1,2,50
November 30 2018,Frederick,MD,Passenger,0,1,1,84,85,1.18
November 30 2018,Goochland,VA,Passenger,0,1,1,237,238,0.42
November 30 2018,Grant,WA,Passenger,32,52,84,64041,64125,0.13
November 30 2018,Gwinnett,GA,Passenger,0,1,1,80,81,1.23
November 30 2018,Adams,WA,Passenger,5,5,10,12750,12760,0.08
November 30 2018,Adams,WA,Truck,0,0,0,5160,5160,0
November 30 2018,Alameda,CA,Passenger,0,2,2,326,328,0.61
November 30 2018,Albemarle,VA,Passenger,1,0,1,28,29,3.45
November 30 2018,Anne Arundel,MD,Passenger,0,2,2,448,450,0.44
November 30 2018,Asotin,WA,Truck,0,0,0,6620,6620,0
November 30 2018,Beaufort,SC,Passenger,1,0,1,34,35,2.86
November 30 2018,Bergen,NJ,Passenger,1,0,1,26,27,3.7
March 31 2019,Columbia,WA,Passenger,2,2,4,2426,2430,0.16
March 31 2019,Dale,AL,Passenger,0,1,1,59,60,1.67
March 31 2019,Denver,CO,Passenger,1,0,1,129,130,0.77
March 31 2019,Douglas,WA,Truck,0,0,0,12156,12156,0
March 31 2019,DuPage,IL,Passenger,1,0,1,59,60,1.67
March 31 2019,El Paso,TX,Passenger,2,0,2,500,502,0.4
March 31 2019,Franklin,WA,Passenger,52,68,120,59373,59493,0.2
March 31 2019,Shasta,CA,Passenger,1,0,1,41,42,2.38
March 31 2019,Shelby,TN,Passenger,0,1,1,96,97,1.03
March 31 2019,Skagit,WA,Truck,1,0,1,32260,32261,0
March 31 2019,Spartanburg,SC,Passenger,0,1,1,29,30,3.33
March 31 2019,Suffolk,MA,Passenger,0,1,1,43,44,2.27
March 31 2019,Tarrant,TX,Passenger,2,0,2,196,198,1.01
March 31 2019,Virginia Beach,VA,Passenger,1,1,2,699,701,0.29
March 31 2019,Whatcom,WA,Truck,2,0,2,42729,42731,0
April 30 2019,Ada,ID,Passenger,0,2,2,306,308,0.65
November 30 2018,Island,WA,Truck,0,0,0,21177,21177,0
November 30 2018,Jefferson,NY,Passenger,0,1,1,229,230,0.43
November 30 2018,Kootenai,ID,Passenger,1,1,2,210,212,0.94
November 30 2018,Lumpkin,GA,Passenger,1,0,1,7,8,12.5
November 30 2018,Madison,ID,Passenger,1,0,1,37,38,2.63
November 30 2018,Mason,WA,Truck,0,0,0,20190,20190,0
November 30 2018,Island,WA,Passenger,266,224,490,63119,63609,0.77
November 30 2018,Kittitas,WA,Passenger,61,34,95,29293,29388,0.32
November 30 2018,Klickitat,WA,Passenger,23,32,55,15421,15476,0.36
November 30 2018,Maui,HI,Passenger,1,0,1,51,52,1.92
November 30 2018,Montgomery,MD,Passenger,1,0,1,285,286,0.35
March 31 2019,Collin,TX,Passenger,0,1,1,136,137,0.73
March 31 2019,Columbia,WA,Truck,0,0,0,1528,1528,0
March 31 2019,DeKalb,GA,Passenger,1,0,1,78,79,1.27
March 31 2019,District of Columbia,DC,Passenger,1,1,2,202,204,0.98
March 31 2019,Ferry,WA,Passenger,3,2,5,4364,4369,0.11
March 31 2019,Franklin,WA,Truck,0,0,0,19138,19138,0
March 31 2019,Fresno,CA,Passenger,1,0,1,188,189,0.53
March 31 2019,Grays Harbor,WA,Truck,0,0,0,20376,20376,0
April 30 2019,Broward,FL,Passenger,2,1,3,121,124,2.42
April 30 2019,Calvert,MD,Passenger,0,2,2,84,86,2.33
April 30 2019,Camden,NJ,Passenger,0,1,1,24,25,4
April 30 2019,Cascade,MT,Passenger,0,1,1,59,60,1.67
October 31 2018,Manassas,VA,Passenger,0,1,1,9,10,10
October 31 2018,Maricopa,AZ,Passenger,3,2,5,1517,1522,0.33
October 31 2018,Mason,WA,Passenger,101,105,206,46360,46566,0.44
October 31 2018,Montgomery,TX,Passenger,2,0,2,57,59,3.39
October 31 2018,Nantucket,MA,Passenger,1,0,1,4,5,20
October 31 2018,Newport,RI,Passenger,1,0,1,104,105,0.95
October 31 2018,Norfolk,VA,Passenger,2,2,4,344,348,1.15
October 31 2018,Nueces,TX,Passenger,1,1,2,90,92,2.17
October 31 2018,Orange,FL,Passenger,2,1,3,165,168,1.79
March 31 2019,Gwinnett,GA,Passenger,0,1,1,78,79,1.27
March 31 2019,Honolulu,HI,Passenger,2,2,4,500,504,0.79
March 31 2019,Jefferson,CO,Passenger,0,2,2,60,62,3.23
March 31 2019,Jefferson,WA,Passenger,179,118,297,24888,25185,1.18
March 31 2019,Klamath,OR,Passenger,1,0,1,34,35,2.86
March 31 2019,Lumpkin,GA,Passenger,1,0,1,6,7,14.29
November 30 2018,Monterey,CA,Passenger,0,2,2,196,198,1.01
November 30 2018,Palm Beach,FL,Passenger,0,1,1,87,88,1.14
November 30 2018,Pierce,WA,Truck,0,0,0,139076,139076,0
November 30 2018,Richmond,GA,Passenger,0,1,1,96,97,1.03
November 30 2018,San Juan,PR,Passenger,0,1,1,5,6,16.67
November 30 2018,Saratoga,NY,Passenger,1,0,1,61,62,1.61
November 30 2018,Shasta,CA,Passenger,1,0,1,42,43,2.33
November 30 2018,Clay,FL,Passenger,0,1,1,88,89,1.12
November 30 2018,DeKalb,IN,Passenger,1,0,1,1,2,50
November 30 2018,DuPage,IL,Passenger,1,0,1,56,57,1.75
November 30 2018,Franklin,WA,Passenger,38,64,102,58944,59046,0.17
November 30 2018,Franklin,WA,Truck,0,0,0,18988,18988,0
November 30 2018,Garfield,WA,Passenger,1,1,2,1331,1333,0.15
April 30 2019,Dakota,MN,Passenger,0,2,2,35,37,5.41
April 30 2019,DeKalb,IN,Passenger,1,0,1,1,2,50
April 30 2019,Fulton,GA,Passenger,1,2,3,110,113,2.65
April 30 2019,Island,WA,Truck,0,0,0,21248,21248,0
April 30 2019,Jefferson,NY,Passenger,0,2,2,219,221,0.9
October 31 2018,Santa Cruz,CA,Passenger,1,0,1,41,42,2.38
October 31 2018,Snohomish,WA,Passenger,2637,1379,4016,526021,530037,0.76
October 31 2018,Tulsa,OK,Passenger,1,1,2,47,49,4.08
October 31 2018,Valencia,NM,Passenger,1,0,1,9,10,10
November 30 2018,Middlesex,MA,Passenger,0,1,1,137,138,0.72
November 30 2018,Monroe,IL,Passenger,1,0,1,4,5,20
November 30 2018,Moore,NC,Passenger,0,1,1,194,195,0.51
November 30 2018,Pacific,WA,Passenger,20,23,43,15816,15859,0.27
November 30 2018,Pacific,WA,Truck,0,0,0,7611,7611,0
November 30 2018,Pend Oreille,WA,Passenger,5,5,10,9558,9568,0.1
November 30 2018,Pima,AZ,Passenger,1,1,2,396,398,0.5
March 31 2019,Pacific,WA,Passenger,23,26,49,15857,15906,0.31
March 31 2019,Palm Beach,FL,Passenger,0,1,1,87,88,1.14
March 31 2019,Richland,SC,Passenger,0,1,1,167,168,0.6
March 31 2019,San Juan,WA,Passenger,197,70,267,14293,14560,1.83
November 30 2018,Skagit,WA,Truck,1,0,1,32344,32345,0
November 30 2018,Stevens,WA,Truck,0,0,0,18729,18729,0
November 30 2018,Suffolk,MA,Passenger,0,1,1,45,46,2.17
November 30 2018,Tarrant,TX,Passenger,1,0,1,202,203,0.49
December 31 2018,Adams,WA,Passenger,5,6,11,12745,12756,0.09
March 31 2019,Howard,MD,Passenger,0,1,1,76,77,1.3
March 31 2019,Kern,CA,Passenger,0,1,1,227,228,0.44
March 31 2019,Kitsap,WA,Passenger,997,572,1569,179962,181531,0.86
March 31 2019,Kittitas,WA,Truck,0,0,0,14250,14250,0
March 31 2019,Klickitat,WA,Truck,0,0,0,8208,8208,0
April 30 2019,Juneau,AK,Passenger,0,2,2,32,34,5.88
April 30 2019,Kent,MI,Passenger,0,1,1,24,25,4
April 30 2019,Kootenai,ID,Passenger,1,1,2,203,205,0.98
April 30 2019,Lewis,WA,Passenger,95,91,186,58822,59008,0.32
April 30 2019,Lincoln,WA,Truck,0,0,0,4699,4699,0
April 30 2019,Manatee,FL,Passenger,1,0,1,31,32,3.12
April 30 2019,Mason,WA,Truck,0,0,0,20327,20327,0
April 30 2019,Mecklenburg,NC,Passenger,1,0,1,83,84,1.19
April 30 2019,Montgomery,AL,Passenger,0,1,1,45,46,2.17
March 31 2019,Stevens,WA,Truck,0,0,0,18707,18707,0
November 30 2018,Multnomah,OR,Passenger,3,5,8,747,755,1.06
November 30 2018,Nassau,NY,Passenger,3,0,3,35,38,7.89
November 30 2018,Pend Oreille,WA,Truck,0,0,0,5742,5742,0
November 30 2018,Pierce,WA,Passenger,1470,1340,2810,538528,541338,0.52
November 30 2018,Portsmouth,VA,Passenger,0,1,1,71,72,1.39
November 30 2018,Prince George's,MD,Passenger,0,1,1,184,185,0.54
November 30 2018,Ramsey,MN,Passenger,1,0,1,39,40,2.5
November 30 2018,Randolph,NC,Passenger,1,0,1,6,7,14.29
November 30 2018,San Diego,CA,Passenger,8,2,10,2588,2598,0.38
November 30 2018,San Francisco,CA,Passenger,2,1,3,117,120,2.5
November 30 2018,Sangamon,IL,Passenger,1,0,1,9,10,10
November 30 2018,Santa Rosa,FL,Passenger,1,0,1,86,87,1.15
October 31 2018,Wahkiakum,WA,Passenger,1,1,2,2984,2986,0.07
October 31 2018,Washtenaw,MI,Passenger,1,0,1,34,35,2.86
November 30 2018,Bexar,TX,Passenger,2,4,6,715,721,0.83
December 31 2018,Cape May,NJ,Passenger,0,1,1,21,22,4.55
December 31 2018,Clackamas,OR,Passenger,1,1,2,214,216,0.93
December 31 2018,Contra Costa,CA,Passenger,0,1,1,422,423,0.24
December 31 2018,Cook,IL,Passenger,1,0,1,236,237,0.42
November 30 2018,Jefferson,CO,Passenger,0,2,2,65,67,2.99
November 30 2018,Kitsap,WA,Passenger,916,525,1441,180380,181821,0.79
November 30 2018,Kitsap,WA,Truck,1,0,1,53674,53675,0
November 30 2018,Klamath,OR,Passenger,1,0,1,33,34,2.94
November 30 2018,Lincoln,WA,Truck,0,0,0,4630,4630,0
November 30 2018,Manassas,VA,Passenger,0,1,1,9,10,10
November 30 2018,Caddo,LA,Passenger,0,1,1,24,25,4
November 30 2018,DeKalb,GA,Passenger,1,0,1,76,77,1.3
November 30 2018,El Paso,CO,Passenger,3,1,4,766,770,0.52
November 30 2018,San Mateo,CA,Passenger,2,1,3,126,129,2.33
November 30 2018,St. Lucie,FL,Passenger,1,0,1,29,30,3.33
November 30 2018,Whatcom,WA,Passenger,733,355,1088,149160,150248,0.72
April 30 2019,Alexandria,VA,Passenger,1,0,1,155,156,0.64
April 30 2019,Allegheny,PA,Passenger,1,0,1,79,80,1.25
April 30 2019,Benton,WA,Truck,0,0,0,41656,41656,0
April 30 2019,Carson City,NV,Passenger,1,0,1,14,15,6.67
April 30 2019,Clallam,WA,Truck,0,0,0,21681,21681,0
April 30 2019,New Haven,CT,Passenger,0,2,2,49,51,3.92
April 30 2019,Norfolk,VA,Passenger,2,2,4,360,364,1.1
April 30 2019,Nueces,TX,Passenger,1,1,2,94,96,2.08
April 30 2019,Pierce,WA,Truck,0,0,0,139370,139370,0
April 30 2019,Santa Cruz,CA,Passenger,1,0,1,40,41,2.44
March 31 2019,Middlesex,MA,Passenger,1,1,2,119,121,1.65
March 31 2019,Monroe,IL,Passenger,1,0,1,4,5,20
March 31 2019,Moore,NC,Passenger,0,1,1,179,180,0.56
March 31 2019,New London,CT,Passenger,0,2,2,252,254,0.79
March 31 2019,Orange,CA,Passenger,5,1,6,538,544,1.1
March 31 2019,Pima,AZ,Passenger,1,1,2,399,401,0.5
March 31 2019,Riverside,CA,Passenger,1,2,3,658,661,0.45
March 31 2019,San Juan,WA,Truck,0,0,0,5815,5815,0
March 31 2019,San Mateo,CA,Passenger,2,1,3,124,127,2.36
December 31 2018,DeKalb,GA,Passenger,1,0,1,76,77,1.3
December 31 2018,Ferry,WA,Passenger,3,2,5,4386,4391,0.11
December 31 2018,Ferry,WA,Truck,0,0,0,3586,3586,0
December 31 2018,Franklin,WA,Passenger,45,66,111,59126,59237,0.19
December 31 2018,Hennepin,MN,Passenger,2,0,2,106,108,1.85
December 31 2018,Ada,ID,Passenger,0,2,2,309,311,0.64
December 31 2018,Albemarle,VA,Passenger,1,0,1,26,27,3.7
December 31 2018,Anne Arundel,MD,Passenger,0,2,2,449,451,0.44
December 31 2018,Bergen,NJ,Passenger,1,0,1,26,27,3.7
November 30 2018,New London,CT,Passenger,0,1,1,254,255,0.39
November 30 2018,Orange,CA,Passenger,5,2,7,548,555,1.26
November 30 2018,Orange,FL,Passenger,2,1,3,164,167,1.8
November 30 2018,Skagit,WA,Passenger,249,184,433,91203,91636,0.47
November 30 2018,Skamania,WA,Truck,0,0,0,4004,4004,0
November 30 2018,Spokane,WA,Truck,1,0,1,93682,93683,0
November 30 2018,Tuolumne,CA,Passenger,0,1,1,12,13,7.69
November 30 2018,Volusia,FL,Passenger,0,1,1,35,36,2.78
November 30 2018,Walla Walla,WA,Truck,0,0,0,13520,13520,0
November 30 2018,Yakima,WA,Passenger,78,98,176,164704,164880,0.11
November 30 2018,Garfield,WA,Truck,0,0,0,964,964,0
November 30 2018,Guadalupe,TX,Passenger,1,0,1,79,80,1.25
November 30 2018,Houston,GA,Passenger,1,0,1,52,53,1.89
November 30 2018,King,WA,Passenger,15789,6402,22191,1377454,1399645,1.59
November 30 2018,King,WA,Truck,6,1,7,182792,182799,0
November 30 2018,Kittitas,WA,Truck,0,0,0,14164,14164,0
March 31 2019,Santa Fe,NM,Passenger,0,1,1,39,40,2.5
March 31 2019,St. Lucie,FL,Passenger,1,0,1,30,31,3.23
March 31 2019,Sumter,FL,Passenger,0,1,1,10,11,9.09
March 31 2019,Thurston,WA,Truck,0,0,0,54956,54956,0
March 31 2019,Travis,TX,Passenger,2,1,3,196,199,1.51
March 31 2019,Valencia,NM,Passenger,1,0,1,8,9,11.11
March 31 2019,Ventura,CA,Passenger,0,2,2,313,315,0.63
December 31 2018,Howard,MD,Passenger,0,1,1,83,84,1.19
December 31 2018,Kitsap,WA,Passenger,946,547,1493,179868,181361,0.82
December 31 2018,Kittitas,WA,Passenger,66,37,103,29345,29448,0.35
December 31 2018,Klamath,OR,Passenger,1,0,1,34,35,2.86
December 31 2018,Larimer,CO,Passenger,1,0,1,58,59,1.69
December 31 2018,Marion,OR,Passenger,1,0,1,113,114,0.88
January 31 2022,Santa Clara,CA,Passenger,6,1,7,221,228,3.07
January 31 2022,Sedgwick,KS,Passenger,0,1,1,75,76,1.32
January 31 2022,St. Clair,IL,Passenger,2,0,2,120,122,1.64
January 31 2022,Thurston,WA,Passenger,1923,975,2898,196705,199603,1.45
January 31 2022,Wayne,NC,Passenger,1,0,1,28,29,3.45
September 30 2022,Salt Lake,UT,Passenger,1,2,3,99,102,2.94
September 30 2022,San Juan,WA,Passenger,532,161,693,13974,14667,4.72
September 30 2022,Santa Clara,CA,Passenger,7,1,8,183,191,4.19
September 30 2022,Skamania,WA,Passenger,85,51,136,8090,8226,1.65
September 30 2022,Solano,CA,Passenger,2,0,2,153,155,1.29
September 30 2022,Sonoma,CA,Passenger,0,1,1,57,58,1.72
September 30 2022,Washington,MD,Passenger,2,0,2,13,15,13.33
September 30 2022,Whatcom,WA,Passenger,1943,767,2710,148404,151114,1.79
September 30 2022,Wichita,TX,Passenger,2,0,2,30,32,6.25
September 30 2022,Wood,OH,Passenger,0,1,1,4,5,20
October 31 2022,Anne Arundel,MD,Passenger,5,3,8,288,296,2.7
October 31 2022,Benton,WA,Truck,7,0,7,43146,43153,0.02
February 28 2021,Snohomish,WA,Truck,1,0,1,125764,125765,0
February 28 2021,Twin Falls,ID,Passenger,0,1,1,18,19,5.26
February 28 2021,Vigo,IN,Passenger,1,0,1,4,5,20
February 28 2021,Wahkiakum,WA,Truck,0,0,0,1782,1782,0
February 28 2021,Walla Walla,WA,Truck,0,0,0,13912,13912,0
February 28 2021,Washington,MD,Passenger,1,0,1,10,11,9.09
February 28 2021,Washoe,NV,Passenger,1,0,1,87,88,1.14
February 28 2021,Whatcom,WA,Passenger,1279,572,1851,150088,151939,1.22
February 28 2021,Whitman,WA,Truck,0,0,0,8516,8516,0
February 28 2021,Williamson,TX,Passenger,0,1,1,108,109,0.92
March 31 2021,,,Passenger,3,1,4,364,368,1.09
March 31 2021,Allegheny,PA,Passenger,1,1,2,59,61,3.28
January 31 2022,Whatcom,WA,Truck,3,0,3,43632,43635,0.01
January 31 2022,Wood,OH,Passenger,0,1,1,5,6,16.67
February 28 2022,Anchorage,AK,Passenger,1,0,1,121,122,0.82
February 28 2022,Bexar,TX,Passenger,3,3,6,450,456,1.32
December 31 2021,Kings,CA,Passenger,1,0,1,319,320,0.31
December 31 2021,Lewis,WA,Truck,0,0,0,26694,26694,0
December 31 2021,Los Angeles,CA,Passenger,6,6,12,792,804,1.49
December 31 2021,Mason,WA,Truck,0,0,0,21226,21226,0
December 31 2021,Monterey,CA,Passenger,0,1,1,139,140,0.71
December 31 2021,New York,NY,Passenger,1,0,1,41,42,2.38
December 31 2021,Pacific,WA,Passenger,51,64,115,16074,16189,0.71
December 31 2021,Pend Oreille,WA,Passenger,18,9,27,9138,9165,0.29
December 31 2021,Pierce,WA,Truck,0,0,0,144924,144924,0
February 28 2022,Chesapeake,VA,Passenger,2,3,5,356,361,1.39
February 28 2022,DeKalb,GA,Passenger,1,0,1,44,45,2.22
February 28 2022,Ferry,WA,Passenger,15,3,18,4443,4461,0.4
February 28 2022,Garfield,WA,Truck,0,0,0,997,997,0
January 31 2022,Carson City,NV,Passenger,1,0,1,8,9,11.11
January 31 2022,Charleston,SC,Passenger,2,0,2,71,73,2.74
January 31 2022,Clallam,WA,Truck,1,0,1,22148,22149,0
January 31 2022,Clark,WA,Passenger,3544,1570,5114,319639,324753,1.57
January 31 2022,Columbia,GA,Passenger,0,1,1,97,98,1.02
January 31 2022,Coryell,TX,Passenger,1,0,1,100,101,0.99
January 31 2022,Cumberland,NC,Passenger,1,2,3,390,393,0.76
January 31 2022,District of Columbia,DC,Passenger,5,1,6,180,186,3.23
